run_id,loss,beta,sigma,lr,batch_size,seed,num_steps,final_mae,final_v_w_norm,v_w_norm_true,best_mae,best_step,best_v_w_norm,hjb_rmse,elapsed_sec
sig0.05_lr0.005_B1024_beta_dtd_beta0.75_s1,beta_dtd,0.75,0.05,0.005,1024,1,15000,15.124041129589752,502.8530578613281,732.4525030772962,8.548435421800733,13900,495.9263916015625,2.0861055753172524,316.91786789894104
sig0.05_lr0.005_B1024_beta_dtd_beta0.1_s2,beta_dtd,0.1,0.05,0.005,1024,2,15000,12.233794724384511,690.13720703125,732.4525030772962,5.9659833976153065,10400,720.5977783203125,3.795647632951403,329.88493275642395
sig0.05_lr0.005_B1024_beta_dtd_beta0.25_s2,beta_dtd,0.25,0.05,0.005,1024,2,15000,15.178783259328295,633.1050415039062,732.4525030772962,5.484984407105558,10500,725.170166015625,3.0938811536052944,355.32442331314087
sig0.05_lr0.005_B1024_beta_dtd_beta0.5_s2,beta_dtd,0.5,0.05,0.005,1024,2,15000,11.408704066138807,571.62353515625,732.4525030772962,5.879567047884512,10500,609.1985473632812,2.4150093440846723,356.74479508399963
sig0.05_lr0.005_B1024_beta_dtd_beta0.75_s2,beta_dtd,0.75,0.05,0.005,1024,2,15000,10.457280454981603,480.31646728515625,732.4525030772962,7.643130865384404,13050,594.3390502929688,2.161653087297547,356.2384829521179
sig0.05_lr0.005_B4096_td_beta0_s0,td,0.0,0.05,0.005,4096,0,15000,13.84672324330452,913.1709594726562,732.4525030772962,3.8744780004199764,7850,664.4141235351562,3.2424207041438984,1053.3776202201843
sig0.05_lr0.005_B4096_td_beta0_s1,td,0.0,0.05,0.005,4096,1,15000,8.440522276809391,717.4276123046875,732.4525030772962,4.163782595104458,13500,696.1572265625,2.516959310185155,1099.4336400032043
sig0.05_lr0.005_B4096_beta_dtd_beta0.1_s0,beta_dtd,0.1,0.05,0.005,4096,0,15000,15.325227502276853,822.2481079101562,732.4525030772962,4.556732081255571,14000,807.632568359375,2.562405423887147,1355.5790979862213
sig0.05_lr0.005_B4096_beta_dtd_beta0.25_s0,beta_dtd,0.25,0.05,0.005,4096,0,15000,18.188477166583493,748.6536865234375,732.4525030772962,4.03657094563386,7150,679.3126831054688,2.324681778062117,1359.7007808685303
sig0.05_lr0.005_B4096_beta_dtd_beta0.5_s0,beta_dtd,0.5,0.05,0.005,4096,0,15000,13.055529378988803,658.7666015625,732.4525030772962,3.5061318765296177,7150,596.8090209960938,1.8222683375289317,1358.444219827652
sig0.05_lr0.005_B4096_beta_dtd_beta0.75_s0,beta_dtd,0.75,0.05,0.005,4096,0,15000,14.86403121087174,504.1722106933594,732.4525030772962,4.889613721417178,11700,599.1746826171875,2.343905634212395,1378.3218297958374
sig0.05_lr0.005_B4096_beta_dtd_beta0.1_s1,beta_dtd,0.1,0.05,0.005,4096,1,15000,8.661726097171004,707.0332641601562,732.4525030772962,4.013427300105228,13600,726.6950073242188,2.1297659486364404,1376.8628988265991
sig0.05_lr0.005_B4096_beta_dtd_beta0.25_s1,beta_dtd,0.25,0.05,0.005,4096,1,15000,9.78654731223153,685.0317993164062,732.4525030772962,3.3668850873416165,14250,691.9710693359375,1.8972284707621647,1318.6911509037018
sig0.05_lr0.005_B4096_td_beta0_s2,td,0.0,0.05,0.005,4096,2,15000,12.061558450152829,613.5504150390625,732.4525030772962,4.394404087271379,11950,663.3872680664062,2.0508290779009988,1013.4601337909698
sig0.2_lr0.0005_B256_td_beta0_s0,td,0.0,0.2,0.0005,256,0,15000,83.05767900967179,254.21690368652344,984.7001763309571,65.24923658871232,14750,230.5924072265625,3.83958657238456,109.87021088600159
sig0.05_lr0.005_B4096_beta_dtd_beta0.5_s1,beta_dtd,0.5,0.05,0.005,4096,1,15000,10.17818845117274,645.658935546875,732.4525030772962,4.105979774640952,9900,612.9288330078125,1.6044445397153417,1287.9610517024994
sig0.05_lr0.005_B4096_beta_dtd_beta0.75_s1,beta_dtd,0.75,0.05,0.005,4096,1,15000,16.809317945915392,532.1521606445312,732.4525030772962,7.16885065075719,9650,530.7479248046875,2.1613677878588917,1280.8366179466248
sig0.2_lr0.0005_B256_beta_dtd_beta0.1_s0,beta_dtd,0.1,0.2,0.0005,256,0,15000,81.58389383816301,254.25131225585938,984.7001763309571,64.00939951443253,14750,228.51419067382812,3.7712522220959093,158.604740858078
sig0.05_lr0.005_B4096_beta_dtd_beta0.1_s2,beta_dtd,0.1,0.05,0.005,4096,2,15000,14.19659611438352,602.2321166992188,732.4525030772962,3.244517429300932,9800,706.0113525390625,2.211675649089936,1274.6173191070557
sig0.2_lr0.0005_B256_beta_dtd_beta0.25_s0,beta_dtd,0.25,0.2,0.0005,256,0,15000,77.9656421520668,253.4790496826172,984.7001763309571,64.26400760934514,14750,225.03424072265625,3.7217801349489004,161.72224402427673
sig0.2_lr0.0005_B256_beta_dtd_beta0.5_s0,beta_dtd,0.5,0.2,0.0005,256,0,15000,78.48621328765326,249.52549743652344,984.7001763309571,69.18018806251914,14550,227.640380859375,4.193797038431498,161.1627540588379
sig0.2_lr0.0005_B256_beta_dtd_beta0.75_s0,beta_dtd,0.75,0.2,0.0005,256,0,15000,100.37028561442916,218.67825317382812,984.7001763309571,93.1189206483142,14550,205.25958251953125,6.567719736743735,182.1926200389862
sig0.2_lr0.0005_B256_td_beta0_s1,td,0.0,0.2,0.0005,256,1,15000,61.66796036841658,259.2816467285156,984.7001763309571,61.66796036841658,14999,259.2816467285156,3.8768835035559523,152.96229600906372
sig0.05_lr0.005_B4096_beta_dtd_beta0.25_s2,beta_dtd,0.25,0.05,0.005,4096,2,15000,15.910256741931393,580.8511352539062,732.4525030772962,3.8489908524340115,11950,656.69189453125,2.252003017125549,1290.2711210250854
sig0.2_lr0.0005_B256_beta_dtd_beta0.25_s1,beta_dtd,0.25,0.2,0.0005,256,1,15000,67.92883574269734,255.727294921875,984.7001763309571,67.92883574269734,14999,255.727294921875,3.501480608892211,122.02462792396545
sig0.2_lr0.0005_B256_beta_dtd_beta0.1_s1,beta_dtd,0.1,0.2,0.0005,256,1,15000,63.663612312616635,257.84857177734375,984.7001763309571,63.663612312616635,14999,257.84857177734375,3.6946302055726483,127.18160486221313
sig0.2_lr0.0005_B256_beta_dtd_beta0.5_s1,beta_dtd,0.5,0.2,0.0005,256,1,15000,79.80167215874327,251.7277069091797,984.7001763309571,77.86052612099081,14850,261.2310485839844,3.7526432820730435,110.1261420249939
sig0.2_lr0.0005_B256_beta_dtd_beta0.75_s1,beta_dtd,0.75,0.2,0.0005,256,1,15000,103.6697618564946,235.40447998046875,984.7001763309571,97.90822645978447,14100,214.77760314941406,6.904491671383221,105.9674780368805
sig0.05_lr0.005_B4096_beta_dtd_beta0.5_s2,beta_dtd,0.5,0.05,0.005,4096,2,15000,12.454343953711302,538.439453125,732.4525030772962,4.190020650280901,14750,720.2703247070312,2.1049666073143913,1270.1332111358643
sig0.2_lr0.0005_B256_td_beta0_s2,td,0.0,0.2,0.0005,256,2,15000,72.19074216529206,237.9888458251953,984.7001763309571,64.13677758173444,14700,209.92910766601562,3.5622851098628745,78.29763078689575
sig0.2_lr0.0005_B256_beta_dtd_beta0.1_s2,beta_dtd,0.1,0.2,0.0005,256,2,15000,74.56270793540118,237.32583618164062,984.7001763309571,65.8433844451377,14650,216.3053436279297,3.4668871026313615,96.78171801567078
sig0.2_lr0.0005_B256_beta_dtd_beta0.25_s2,beta_dtd,0.25,0.2,0.0005,256,2,15000,78.67003071906355,236.24917602539062,984.7001763309571,67.36292354259074,14650,214.72506713867188,3.549974850158374,98.70625495910645
sig0.2_lr0.0005_B256_beta_dtd_beta0.5_s2,beta_dtd,0.5,0.2,0.0005,256,2,15000,88.52431989226567,231.09568786621094,984.7001763309571,78.46559894895174,14650,210.68646240234375,4.52964256686262,94.88503408432007
sig0.2_lr0.0005_B256_beta_dtd_beta0.75_s2,beta_dtd,0.75,0.2,0.0005,256,2,15000,108.3838621869999,211.95086669921875,984.7001763309571,101.32268554971378,14500,203.16815185546875,7.250969593172646,92.0067777633667
sig0.2_lr0.0005_B1024_td_beta0_s0,td,0.0,0.2,0.0005,1024,0,15000,68.45651794898467,254.94821166992188,984.7001763309571,61.14362534605876,14700,242.57215881347656,3.8881561728622223,210.45011496543884
sig0.2_lr0.0005_B1024_beta_dtd_beta0.1_s0,beta_dtd,0.1,0.2,0.0005,1024,0,15000,71.18288730158719,253.29542541503906,984.7001763309571,63.26384373713197,14650,237.0947265625,3.9133829984701123,263.9171211719513
sig0.2_lr0.0005_B1024_td_beta0_s1,td,0.0,0.2,0.0005,1024,1,15000,65.66224393401372,259.4652404785156,984.7001763309571,65.37993135173407,14550,249.96800231933594,2.8858225743187864,216.3235011100769
sig0.2_lr0.0005_B1024_beta_dtd_beta0.25_s0,beta_dtd,0.25,0.2,0.0005,1024,0,15000,76.38227011160188,248.97044372558594,984.7001763309571,68.00583841134316,14650,233.23275756835938,4.084891875753587,272.1601719856262
sig0.2_lr0.0005_B1024_beta_dtd_beta0.5_s0,beta_dtd,0.5,0.2,0.0005,1024,0,15000,88.50380624581581,235.86825561523438,984.7001763309571,81.03220490306443,14650,225.5348358154297,5.371912683500375,275.2025988101959
sig0.2_lr0.0005_B1024_beta_dtd_beta0.75_s0,beta_dtd,0.75,0.2,0.0005,1024,0,15000,110.33918020208036,205.31544494628906,984.7001763309571,104.98220748514565,14500,200.22865295410156,8.07297777590255,282.73609709739685
sig0.05_lr0.005_B4096_beta_dtd_beta0.75_s2,beta_dtd,0.75,0.05,0.005,4096,2,15000,15.548387742708053,463.6107482910156,732.4525030772962,7.383916855055542,12800,604.8362426757812,2.7444038254161636,1109.539412021637
sig0.2_lr0.0005_B1024_beta_dtd_beta0.1_s1,beta_dtd,0.1,0.2,0.0005,1024,1,15000,68.99957149970489,257.216064453125,984.7001763309571,66.8042603336601,14550,247.0175018310547,2.989817331671224,288.98039388656616
sig0.2_lr0.0005_B1024_td_beta0_s2,td,0.0,0.2,0.0005,1024,2,15000,67.70678049587785,280.6128234863281,984.7001763309571,63.97812067532121,14900,270.8918762207031,3.247512044293657,230.545006275177
sig0.2_lr0.0005_B1024_beta_dtd_beta0.25_s1,beta_dtd,0.25,0.2,0.0005,1024,1,15000,74.56455528984938,254.30589294433594,984.7001763309571,71.90628397719017,14550,241.9409942626953,3.4227522391247303,293.50963616371155
sig0.2_lr0.0005_B1024_beta_dtd_beta0.5_s1,beta_dtd,0.5,0.2,0.0005,1024,1,15000,87.54181674632609,251.5890655517578,984.7001763309571,86.11516260674132,14550,233.01705932617188,5.002532532893028,289.55884432792664
sig0.2_lr0.0005_B1024_beta_dtd_beta0.75_s1,beta_dtd,0.75,0.2,0.0005,1024,1,15000,111.18088819286986,219.57778930664062,984.7001763309571,109.08427370598449,13950,204.07391357421875,7.876655252609052,284.9924728870392
sig0.2_lr0.0005_B1024_beta_dtd_beta0.1_s2,beta_dtd,0.1,0.2,0.0005,1024,2,15000,66.04473719143449,277.43170166015625,984.7001763309571,62.12176161312638,14900,267.5003967285156,2.8931029904635994,283.2813229560852
sig0.2_lr0.0005_B1024_beta_dtd_beta0.25_s2,beta_dtd,0.25,0.2,0.0005,1024,2,15000,68.44962674262312,273.50140380859375,984.7001763309571,61.53212282454379,14900,262.9237365722656,2.5941091708745465,288.59157729148865
sig0.2_lr0.0005_B1024_beta_dtd_beta0.5_s2,beta_dtd,0.5,0.2,0.0005,1024,2,15000,80.54730143384455,263.7039489746094,984.7001763309571,73.57324186830982,14900,251.57806396484375,3.714112871422306,295.14169430732727
sig0.2_lr0.0005_B1024_beta_dtd_beta0.75_s2,beta_dtd,0.75,0.2,0.0005,1024,2,15000,105.0894695315323,225.3262176513672,984.7001763309571,100.21791516154832,14900,219.01419067382812,6.888828768117534,308.9840922355652
sig0.2_lr0.0005_B4096_td_beta0_s0,td,0.0,0.2,0.0005,4096,0,15000,67.65904145074926,301.2444152832031,984.7001763309571,60.80891944155616,14900,285.5555419921875,2.0539729835954086,892.3524911403656
sig0.2_lr0.0005_B4096_td_beta0_s1,td,0.0,0.2,0.0005,4096,1,15000,65.60468673566373,296.5445861816406,984.7001763309571,61.89801787391784,14600,267.5240783691406,2.395071731011222,949.8880000114441
sig0.2_lr0.0005_B4096_beta_dtd_beta0.1_s0,beta_dtd,0.1,0.2,0.0005,4096,0,15000,69.59394767660999,298.50634765625,984.7001763309571,61.96266493312559,14800,287.3467712402344,2.0262920910951823,1189.7185819149017
sig0.2_lr0.0005_B4096_beta_dtd_beta0.25_s0,beta_dtd,0.25,0.2,0.0005,4096,0,15000,73.88748075878011,292.6596374511719,984.7001763309571,63.72751038417839,14800,279.96405029296875,2.444349964119464,1204.4071490764618
sig0.2_lr0.0005_B4096_beta_dtd_beta0.5_s0,beta_dtd,0.5,0.2,0.0005,4096,0,15000,84.62342074231623,275.6062316894531,984.7001763309571,76.14381865992459,14800,261.4610900878906,4.281709071242328,1256.9793531894684
sig0.2_lr0.0005_B4096_beta_dtd_beta0.75_s0,beta_dtd,0.75,0.2,0.0005,4096,0,15000,106.23003590434617,227.6629638671875,984.7001763309571,101.5638578515438,14550,219.8771514892578,7.073730903756659,1390.2667961120605
sig0.2_lr0.0005_B4096_beta_dtd_beta0.1_s1,beta_dtd,0.1,0.2,0.0005,4096,1,15000,65.54824765029832,294.1258239746094,984.7001763309571,62.962458886655256,14600,264.1846008300781,2.1833891963406837,1477.8951790332794
sig0.2_lr0.0005_B4096_beta_dtd_beta0.25_s1,beta_dtd,0.25,0.2,0.0005,4096,1,15000,69.10955543477901,289.5196533203125,984.7001763309571,62.95363395297328,14450,263.68475341796875,2.228919654639081,1670.494167804718
sig0.2_lr0.0005_B4096_td_beta0_s2,td,0.0,0.2,0.0005,4096,2,15000,70.14139936947404,296.0322265625,984.7001763309571,60.2232709362465,14850,271.153564453125,1.9019329135874345,1347.8964247703552
sig0.2_lr0.002_B256_td_beta0_s0,td,0.0,0.2,0.002,256,0,15000,44.87422986766187,881.5726928710938,984.7001763309571,14.22510475835918,12900,837.3760986328125,9.779386628628016,103.66954708099365
sig0.2_lr0.0005_B4096_beta_dtd_beta0.5_s1,beta_dtd,0.5,0.2,0.0005,4096,1,15000,80.75997171929015,275.7667541503906,984.7001763309571,74.0259564860296,14450,247.40203857421875,3.6879168397984077,1644.7907230854034
sig0.2_lr0.002_B256_beta_dtd_beta0.1_s0,beta_dtd,0.1,0.2,0.002,256,0,15000,45.68245720671459,884.5137329101562,984.7001763309571,14.558613760590298,12900,779.6354370117188,10.604363181097085,131.50562000274658
sig0.2_lr0.0005_B4096_beta_dtd_beta0.75_s1,beta_dtd,0.75,0.2,0.0005,4096,1,15000,104.85061895153686,229.9360809326172,984.7001763309571,99.44724125712938,14450,214.1046600341797,6.803952978405774,1622.5517630577087
sig0.2_lr0.0005_B4096_beta_dtd_beta0.1_s2,beta_dtd,0.1,0.2,0.0005,4096,2,15000,69.61092738711635,293.6175537109375,984.7001763309571,59.47511047846561,14850,267.8587951660156,2.0107940341966155,1561.9191119670868
sig0.2_lr0.002_B256_beta_dtd_beta0.25_s0,beta_dtd,0.25,0.2,0.002,256,0,15000,44.32215335654897,814.7459716796875,984.7001763309571,18.674513804046452,12900,746.8050537109375,10.83306587385744,109.18815898895264
sig0.2_lr0.002_B256_beta_dtd_beta0.5_s0,beta_dtd,0.5,0.2,0.002,256,0,15000,41.724581709578096,678.7186279296875,984.7001763309571,36.992896017884945,14500,536.380126953125,9.331649672693363,107.13879823684692
sig0.2_lr0.002_B256_beta_dtd_beta0.75_s0,beta_dtd,0.75,0.2,0.002,256,0,15000,85.32454579575428,529.3311157226562,984.7001763309571,64.1300512596844,9450,346.4736022949219,9.46997324879709,105.61950898170471
sig0.2_lr0.002_B256_td_beta0_s1,td,0.0,0.2,0.002,256,1,15000,26.630945357745976,1016.7042236328125,984.7001763309571,9.216491390087079,12750,970.607666015625,12.520886957062617,81.90627980232239
sig0.2_lr0.0005_B4096_beta_dtd_beta0.25_s2,beta_dtd,0.25,0.2,0.0005,4096,2,15000,74.29124133858114,288.71392822265625,984.7001763309571,64.006706960071,14900,265.6199645996094,2.621256710497515,1406.8910491466522
sig0.2_lr0.002_B256_beta_dtd_beta0.1_s1,beta_dtd,0.1,0.2,0.002,256,1,15000,23.67215993380965,999.2720336914062,984.7001763309571,7.049561147178441,12300,909.5775146484375,11.205026078548935,103.28768992424011
sig0.2_lr0.002_B256_beta_dtd_beta0.25_s1,beta_dtd,0.25,0.2,0.002,256,1,15000,35.713940253023516,954.3994750976562,984.7001763309571,15.925994292462278,14100,789.41943359375,13.796556111397818,99.75898504257202
sig0.2_lr0.002_B256_beta_dtd_beta0.5_s1,beta_dtd,0.5,0.2,0.002,256,1,15000,53.866243695837795,856.689697265625,984.7001763309571,13.672016222218296,11300,778.483642578125,11.348410623574457,98.68549180030823
sig0.2_lr0.002_B256_beta_dtd_beta0.75_s1,beta_dtd,0.75,0.2,0.002,256,1,15000,122.92940508571877,674.3475341796875,984.7001763309571,64.84092610872138,11300,619.7173461914062,16.805304666408254,98.14419889450073
sig0.2_lr0.002_B256_td_beta0_s2,td,0.0,0.2,0.002,256,2,15000,63.295422835686075,512.1373901367188,984.7001763309571,12.452389391764815,13850,845.4048461914062,10.830303506452614,72.92634081840515
sig0.2_lr0.0005_B4096_beta_dtd_beta0.5_s2,beta_dtd,0.5,0.2,0.0005,4096,2,15000,85.56292269490682,271.9798278808594,984.7001763309571,77.59532551095646,14900,253.229736328125,4.492966509867743,1296.0181167125702
sig0.2_lr0.002_B256_beta_dtd_beta0.1_s2,beta_dtd,0.1,0.2,0.002,256,2,15000,63.21668414645617,543.1780395507812,984.7001763309571,11.927627213750489,14550,729.0814208984375,11.48684947756136,92.98294997215271
sig0.2_lr0.002_B256_beta_dtd_beta0.25_s2,beta_dtd,0.25,0.2,0.002,256,2,15000,62.16575128759862,532.3248291015625,984.7001763309571,17.124310313917107,13450,655.3187866210938,9.567557413046519,91.09523510932922
sig0.2_lr0.002_B256_beta_dtd_beta0.5_s2,beta_dtd,0.5,0.2,0.002,256,2,15000,67.10576487502894,580.6053466796875,984.7001763309571,33.180095802103914,14150,640.49267578125,8.554709360180293,91.20353507995605
sig0.2_lr0.002_B256_beta_dtd_beta0.75_s2,beta_dtd,0.75,0.2,0.002,256,2,15000,98.37624245786245,536.4161987304688,984.7001763309571,74.44947404872428,13350,427.9412536621094,10.167150297625831,98.87090015411377
sig0.2_lr0.002_B1024_td_beta0_s0,td,0.0,0.2,0.002,1024,0,15000,32.11606423600086,874.267333984375,984.7001763309571,9.612069839845145,14200,958.3174438476562,10.233219036728956,212.81398725509644
sig0.2_lr0.002_B1024_beta_dtd_beta0.1_s0,beta_dtd,0.1,0.2,0.002,1024,0,15000,34.33262949041546,866.1080932617188,984.7001763309571,12.943491448578992,11400,808.2319946289062,10.297167122044307,272.41170501708984
sig0.2_lr0.002_B1024_td_beta0_s1,td,0.0,0.2,0.002,1024,1,15000,22.249322526447216,956.750732421875,984.7001763309571,9.892801207078234,12800,765.5839233398438,9.786969584107188,233.58933782577515
sig0.2_lr0.002_B1024_beta_dtd_beta0.75_s0,beta_dtd,0.75,0.2,0.002,1024,0,15000,119.5242973204406,572.238525390625,984.7001763309571,87.38078089706661,9050,358.060791015625,13.095578369746944,286.3652288913727
sig0.2_lr0.002_B1024_beta_dtd_beta0.5_s0,beta_dtd,0.5,0.2,0.002,1024,0,15000,63.12578781524263,742.0850219726562,984.7001763309571,38.09189503859068,11500,604.9453735351562,9.657356824989817,288.5388147830963
sig0.2_lr0.002_B1024_beta_dtd_beta0.25_s0,beta_dtd,0.25,0.2,0.002,1024,0,15000,42.52778326886072,826.2216796875,984.7001763309571,12.431459051861998,11450,692.2098999023438,9.77424601315799,289.7614920139313
sig0.2_lr0.0005_B4096_beta_dtd_beta0.75_s2,beta_dtd,0.75,0.2,0.0005,4096,2,15000,107.71397026395417,224.17507934570312,984.7001763309571,103.16055378764695,14800,219.34246826171875,7.242547142625629,1041.2927000522614
sig0.2_lr0.002_B1024_beta_dtd_beta0.1_s1,beta_dtd,0.1,0.2,0.002,1024,1,15000,26.965637028054083,889.7733154296875,984.7001763309571,11.704476579478445,11200,810.9625244140625,10.339462733579326,319.94270300865173
sig0.2_lr0.002_B1024_beta_dtd_beta0.25_s1,beta_dtd,0.25,0.2,0.002,1024,1,15000,35.907703991645526,829.8502807617188,984.7001763309571,15.435702938076325,11200,766.921630859375,8.62349377385797,311.69070315361023
sig0.2_lr0.002_B1024_td_beta0_s2,td,0.0,0.2,0.002,1024,2,15000,13.365039971783803,731.7274780273438,984.7001763309571,9.180472687489907,14750,828.3114013671875,9.819496363090831,248.02799701690674
sig0.2_lr0.002_B1024_beta_dtd_beta0.5_s1,beta_dtd,0.5,0.2,0.002,1024,1,15000,60.04368661389324,723.037353515625,984.7001763309571,32.26049476229945,12000,732.8343505859375,8.977618492499872,312.10963892936707
sig0.2_lr0.002_B1024_beta_dtd_beta0.75_s1,beta_dtd,0.75,0.2,0.002,1024,1,15000,115.4803807514443,559.8179931640625,984.7001763309571,71.05783324921745,11250,452.1085510253906,12.664649427275032,309.0224688053131
sig0.2_lr0.002_B1024_beta_dtd_beta0.1_s2,beta_dtd,0.1,0.2,0.002,1024,2,15000,12.704193727908851,724.3106689453125,984.7001763309571,9.600590213326758,13450,723.1326293945312,8.839898590991007,312.87254095077515
sig0.2_lr0.002_B1024_beta_dtd_beta0.25_s2,beta_dtd,0.25,0.2,0.002,1024,2,15000,22.23261002876172,685.8223266601562,984.7001763309571,14.397898622756463,13450,707.2455444335938,8.264604342873046,295.22616600990295
sig0.2_lr0.002_B1024_beta_dtd_beta0.5_s2,beta_dtd,0.5,0.2,0.002,1024,2,15000,50.83065119641199,627.3587646484375,984.7001763309571,29.660636838476016,9450,566.2321166992188,7.054087272176085,294.67724418640137
sig0.2_lr0.002_B1024_beta_dtd_beta0.75_s2,beta_dtd,0.75,0.2,0.002,1024,2,15000,106.36461789466748,506.02838134765625,984.7001763309571,78.97495027593791,12950,504.9579772949219,11.013380166421705,310.00414991378784
sig0.2_lr0.002_B4096_td_beta0_s0,td,0.0,0.2,0.002,4096,0,15000,24.570722992212783,895.0552978515625,984.7001763309571,6.4433405645208754,14100,890.8444213867188,8.659251063914605,877.3901510238647
sig0.2_lr0.002_B4096_td_beta0_s1,td,0.0,0.2,0.002,4096,1,15000,10.26676725693861,982.5049438476562,984.7001763309571,4.965360817315147,13150,861.4965209960938,7.131194130773075,905.7670691013336
sig0.2_lr0.002_B4096_beta_dtd_beta0.1_s0,beta_dtd,0.1,0.2,0.002,4096,0,15000,23.26759140396593,864.9922485351562,984.7001763309571,7.230378178558453,14450,815.0040893554688,7.874832424777393,1138.529658794403
sig0.2_lr0.002_B4096_beta_dtd_beta0.25_s0,beta_dtd,0.25,0.2,0.002,4096,0,15000,28.40993599055594,824.7621459960938,984.7001763309571,11.346218794208948,14500,805.7015991210938,7.255194414285474,1142.0279619693756
sig0.2_lr0.002_B4096_beta_dtd_beta0.5_s0,beta_dtd,0.5,0.2,0.002,4096,0,15000,46.530052822998904,734.3065795898438,984.7001763309571,26.995188876624653,13050,720.5076293945312,7.524078915090484,1356.6309931278229
sig0.2_lr0.002_B4096_beta_dtd_beta0.75_s0,beta_dtd,0.75,0.2,0.002,4096,0,15000,107.26178229053333,578.153564453125,984.7001763309571,82.48731279150266,11800,528.3508911132812,11.426171445179838,3126.664034843445
sig0.2_lr0.002_B4096_beta_dtd_beta0.1_s1,beta_dtd,0.1,0.2,0.002,4096,1,15000,15.997685484651933,959.4374389648438,984.7001763309571,7.043297433396752,13150,818.6011352539062,6.29262829711239,3133.522756099701
sig0.2_lr0.002_B4096_beta_dtd_beta0.25_s1,beta_dtd,0.25,0.2,0.002,4096,1,15000,25.241491215700158,916.9160766601562,984.7001763309571,12.120317054538443,11600,739.5786743164062,5.775467706070954,3501.7389798164368
sig0.2_lr0.002_B4096_td_beta0_s2,td,0.0,0.2,0.002,4096,2,15000,41.77004467357196,686.500732421875,984.7001763309571,7.908795178825641,10750,879.6351318359375,6.406997435339029,3472.4387459754944
sig0.2_lr0.005_B256_td_beta0_s0,td,0.0,0.2,0.005,256,0,15000,54.56236522143852,729.6504516601562,984.7001763309571,14.907655855704293,10350,692.0043334960938,46.05275457083469,103.20305490493774
sig0.2_lr0.002_B4096_beta_dtd_beta0.5_s1,beta_dtd,0.5,0.2,0.002,4096,1,15000,57.024583961350565,811.8869018554688,984.7001763309571,36.082019253486344,11550,739.1902465820312,7.265071922541853,3726.2811331748962
sig0.2_lr0.005_B256_beta_dtd_beta0.1_s0,beta_dtd,0.1,0.2,0.005,256,0,15000,86.83168985867083,733.1381225585938,984.7001763309571,16.18685046213756,10750,955.0582275390625,27.12719573268938,127.04905796051025
sig0.2_lr0.002_B4096_beta_dtd_beta0.75_s1,beta_dtd,0.75,0.2,0.002,4096,1,15000,120.58557061240352,625.4324340820312,984.7001763309571,86.05697551447116,9050,432.7935485839844,12.589359362687789,3724.9287440776825
sig0.2_lr0.002_B4096_beta_dtd_beta0.1_s2,beta_dtd,0.1,0.2,0.002,4096,2,15000,42.192391247629686,675.8060913085938,984.7001763309571,7.009743788550265,13700,922.8541259765625,6.082965701951169,3508.6138010025024
sig0.2_lr0.005_B256_beta_dtd_beta0.25_s0,beta_dtd,0.25,0.2,0.005,256,0,15000,53.20470629238664,1007.7914428710938,984.7001763309571,18.702058645438324,12850,833.2686157226562,30.78418282292928,114.02129793167114
sig0.2_lr0.005_B256_beta_dtd_beta0.5_s0,beta_dtd,0.5,0.2,0.005,256,0,15000,41.27066894782743,889.3960571289062,984.7001763309571,24.35754976733836,10650,528.1621704101562,19.42537846616762,105.45207595825195
sig0.2_lr0.005_B256_td_beta0_s1,td,0.0,0.2,0.005,256,1,15000,119.99607209659041,1510.0443115234375,984.7001763309571,13.14453128070216,11500,1148.990966796875,82.43033025845193,80.89738702774048
sig0.2_lr0.005_B256_beta_dtd_beta0.75_s0,beta_dtd,0.75,0.2,0.005,256,0,15000,85.11384282334217,649.14990234375,984.7001763309571,65.5177524299481,9450,384.52752685546875,14.749996501419917,108.72376918792725
sig0.2_lr0.005_B256_beta_dtd_beta0.1_s1,beta_dtd,0.1,0.2,0.005,256,1,15000,154.64907140231549,1537.19140625,984.7001763309571,15.499327310897677,12250,1063.434814453125,82.52621795899354,104.29593014717102
sig0.2_lr0.002_B4096_beta_dtd_beta0.25_s2,beta_dtd,0.25,0.2,0.002,4096,2,15000,44.61724079848009,659.8970947265625,984.7001763309571,12.950809036809142,13700,864.4959716796875,5.752722314170178,1724.7697248458862
sig0.2_lr0.005_B256_beta_dtd_beta0.25_s1,beta_dtd,0.25,0.2,0.005,256,1,15000,147.639602255587,949.6705932617188,984.7001763309571,11.081136458279595,11150,1126.6270751953125,56.273634553892094,103.79007697105408
sig0.2_lr0.005_B256_beta_dtd_beta0.5_s1,beta_dtd,0.5,0.2,0.005,256,1,15000,144.41468877292095,925.728759765625,984.7001763309571,10.793751229002524,11450,988.0048828125,24.65669199248432,105.8956789970398
sig0.2_lr0.005_B256_beta_dtd_beta0.75_s1,beta_dtd,0.75,0.2,0.005,256,1,15000,191.87923688388287,658.7930908203125,984.7001763309571,58.336065010079736,12800,927.0814208984375,19.602517993654516,104.825364112854
sig0.2_lr0.002_B4096_beta_dtd_beta0.5_s2,beta_dtd,0.5,0.2,0.002,4096,2,15000,55.819872029821234,611.17333984375,984.7001763309571,35.81098283819378,12450,668.1223754882812,5.846594699729168,1702.0301609039307
sig0.2_lr0.005_B256_td_beta0_s2,td,0.0,0.2,0.005,256,2,15000,68.72321253560506,572.7239990234375,984.7001763309571,17.574987840301564,9350,665.6691284179688,24.078928462294378,74.33645105361938
