run_id,loss,beta,sigma,lr,batch_size,seed,num_steps,final_mae,final_v_w_norm,v_w_norm_true,best_mae,best_step,best_v_w_norm,hjb_rmse,elapsed_sec
sig0.05_lr0.0005_B256_td_beta0_s0,td,0.0,0.05,0.0005,256,0,20,9.90588779451633,nan,nan,9.90588779451633,19,nan,nan,3.883410930633545
sig0.05_lr0.0005_B256_beta_dtd_beta0.1_s0,beta_dtd,0.1,0.05,0.0005,256,0,20,9.930494331976902,nan,nan,9.930494331976902,19,nan,nan,0.23435020446777344
