run_id,loss,beta,sigma,lr,batch_size,seed,num_steps,final_mae,final_v_w_norm,v_w_norm_true,best_mae,best_step,best_v_w_norm,hjb_rmse,elapsed_sec
sig0.2_lr0.0005_B1024_beta_dtd_beta0.1_s2,beta_dtd,0.1,0.2,0.0005,1024,2,15000,0.1598099642127156,nan,nan,0.09122953087956741,11150,nan,nan,378.2492256164551
sig0.2_lr0.0005_B1024_beta_dtd_beta0.25_s2,beta_dtd,0.25,0.2,0.0005,1024,2,15000,0.10683851240363369,nan,nan,0.10394030375581137,8800,nan,nan,379.8315751552582
sig0.2_lr0.0005_B1024_beta_dtd_beta0.5_s2,beta_dtd,0.5,0.2,0.0005,1024,2,15000,0.1614148841255997,nan,nan,0.1240599647812149,13750,nan,nan,390.78702449798584
sig0.2_lr0.0005_B1024_beta_dtd_beta0.75_s2,beta_dtd,0.75,0.2,0.0005,1024,2,15000,0.3791096516511288,nan,nan,0.3099829423089905,13800,nan,nan,397.4303448200226
sig0.2_lr0.0005_B4096_td_beta0_s0,td,0.0,0.2,0.0005,4096,0,15000,0.15011400015525217,nan,nan,0.13551792599646026,10000,nan,nan,721.7405905723572
sig0.2_lr0.0005_B4096_td_beta0_s1,td,0.0,0.2,0.0005,4096,1,15000,0.4005205431157151,nan,nan,0.1268090687372147,7850,nan,nan,735.9034423828125
sig0.2_lr0.0005_B4096_beta_dtd_beta0.1_s0,beta_dtd,0.1,0.2,0.0005,4096,0,15000,0.20507874324950037,nan,nan,0.15959394775820487,13100,nan,nan,1216.3751447200775
sig0.2_lr0.0005_B4096_beta_dtd_beta0.25_s0,beta_dtd,0.25,0.2,0.0005,4096,0,15000,0.18308276516357544,nan,nan,0.12215033381240054,10300,nan,nan,1217.790235042572
sig0.2_lr0.0005_B4096_beta_dtd_beta0.5_s0,beta_dtd,0.5,0.2,0.0005,4096,0,15000,0.18728577893333553,nan,nan,0.13827324459499177,14050,nan,nan,1235.6520099639893
sig0.2_lr0.0005_B4096_beta_dtd_beta0.75_s0,beta_dtd,0.75,0.2,0.0005,4096,0,15000,0.3519876387503754,nan,nan,0.3172215633955452,11000,nan,nan,1241.5279924869537
sig0.2_lr0.0005_B4096_beta_dtd_beta0.1_s1,beta_dtd,0.1,0.2,0.0005,4096,1,15000,0.29778597596699363,nan,nan,0.10835969024009609,7850,nan,nan,1238.3473544120789
sig0.2_lr0.0005_B4096_beta_dtd_beta0.25_s1,beta_dtd,0.25,0.2,0.0005,4096,1,15000,0.22556709365669647,nan,nan,0.1111251946164767,10550,nan,nan,1251.9174683094025
sig0.2_lr0.0005_B4096_td_beta0_s2,td,0.0,0.2,0.0005,4096,2,15000,0.24633245466191928,nan,nan,0.10410935029843182,14550,nan,nan,770.075644493103
sig0.2_lr0.002_B256_td_beta0_s0,td,0.0,0.2,0.002,256,0,15000,0.44639660724879493,nan,nan,0.2232246546810015,8250,nan,nan,192.34491753578186
sig0.2_lr0.0005_B4096_beta_dtd_beta0.5_s1,beta_dtd,0.5,0.2,0.0005,4096,1,15000,0.22057788633509195,nan,nan,0.14830094800926685,12150,nan,nan,1266.3583989143372
sig0.2_lr0.0005_B4096_beta_dtd_beta0.75_s1,beta_dtd,0.75,0.2,0.0005,4096,1,15000,0.34782993763423625,nan,nan,0.27921297500345826,11150,nan,nan,1253.069568157196
sig0.2_lr0.002_B256_beta_dtd_beta0.1_s0,beta_dtd,0.1,0.2,0.002,256,0,15000,0.6733486623100988,nan,nan,0.21423738637603515,8200,nan,nan,250.51248836517334
sig0.2_lr0.002_B256_beta_dtd_beta0.25_s0,beta_dtd,0.25,0.2,0.002,256,0,15000,0.8301805845932375,nan,nan,0.18900725614232633,6550,nan,nan,250.7287893295288
sig0.2_lr0.0005_B4096_beta_dtd_beta0.1_s2,beta_dtd,0.1,0.2,0.0005,4096,2,15000,0.21009341490080077,nan,nan,0.11316811656439676,14950,nan,nan,1160.6715240478516
sig0.2_lr0.002_B256_td_beta0_s1,td,0.0,0.2,0.002,256,1,15000,0.9375883847925343,nan,nan,0.17509782928842368,4800,nan,nan,79.40771079063416
